species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Ondatra	0.126	0.0117	38.086109	-79.656944	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday, P. W. Parmalee, and H. W. Hamilton. 1977. The Clark's Cave bone deposit and the Late Pleistocene paleoecology of the central Appalachian Mountains of Virginia. Bulletin of Carnegie Museum of Natural History 2:1-87
Ondatra	0.0117	0.0	38.165833	-78.925278	Cricetidae	0.00585	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Ondatra	0.126	0.0117	36.783333	-100.699997	Cricetidae	0.06885	pbdb	Animalia	W. W. Dalquest and J. A. Baskin. 1992. Mammals of the Elm Creek Local Fauna, Late Pleistocene of Beaver County, Oklahoma. American Midland Naturalist 127:13-20
Ondatra	0.0117	0.0	38.628056	-78.41471899999998	Cricetidae	0.00585	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Ondatra	0.126	0.0	39.483334	-114.033333	Cricetidae	0.063	pbdb	Animalia	T. H. Heaton. 1985. Quaternary paleontology and paleocology of Crystal Ball Cave, Millard County, Utah: with emphasis on mammals and description of a new species of fossil skunk. Great Basin Naturalist 45(3):337-390
Ondatra	0.126	0.0117	38.357777	-79.083054	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday. 1962. The Pleistocene local fauna of the Natural Chimneys, Augusta County, Virginia. Annals of Carnegie Museum 36(9):87-122
Ondatra	0.126	0.0117	38.332222	-79.570274	Cricetidae	0.06885	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Ondatra	0.0117	0.0	36.787498	-78.933334	Cricetidae	0.00585	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Ondatra	0.126	0.0117	30.716667	-97.050003	Cricetidae	0.06885	pbdb	Animalia	B. W. Baker, M. B. Collins, and C. B. Bousman. 2002. Late-Pleistocene horse (Equus sp.) from the Wilson-Leonard archaeological site, central Texas. Current Research in the Pleistocene 19:97-100
Ondatra	0.126	0.0117	32.714721999999995	-96.707497	Cricetidae	0.06885	pbdb	Animalia	B. H. Slaughter. 1966. The Moore Pit local fauna; Pleistocene of Texas. Journal of Paleontology 40(1):78-91
Ondatra	0.126	0.0	37.334721	-80.67916899999999	Cricetidae	0.063	pbdb	Animalia	R. E. Weems and B. B. Higgins. 1977. Post-Wisconsinan Vertebrate Remains from a Fissure Deposit Near Ripplemead, Virginia. The NSS bulletin; quarterly journal of the National Speleological Society 39(4):106-108
Ondatra	2.588	0.0117	36.150002	-84.099998	Cricetidae	1.29985	pbdb	Animalia	A. R. Cahn. 1939. Pleistocene fossils from a cave in Anderson County, Tennessee. Journal of Mammalogy 20(2):248-250
Ondatra	0.126	0.0117	37.097298	-81.33609799999998	Cricetidae	0.06885	pbdb	Animalia	F. Grady and D. A. Hubbard. 2009. Fossil Mammals From Island Ford Cave, Virginia, USA. Proceedings of the 15th International Speleological Congress 1:86-89
Ondatra	1.8	0.012	39.0	-98.199997	Cricetidae	0.906	pbdb	Animalia	C. W. Hibbard. 1943. Transactions of the Kansas Academy of Sciences 46
Ondatra	0.126	0.0117	38.577221	-79.363609	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Ondatra	0.126	0.0117	38.833332	-79.29583000000002	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Ondatra	1.8	0.3	29.700001	-82.599998	Cricetidae	1.05	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Ondatra	0.126	0.0117	44.633331	-112.58333600000002	Cricetidae	0.06885	pbdb	Animalia	R. G. Dundas. 2005. The Late Pleistocene vertebrate fauna.  In C. Hill, L. B. Davis (eds.), The Merrell Locality & Centennial Valley, Southwest Montana, Pleistocene Geology, Paleontology & Prehistoric Archaeology, Bureau of Land Management Cultural Resources Series No. 4, Montana State Office 
Ondatra	0.126	0.0	37.98722100000001	-79.830833	Cricetidae	0.063	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Ondatra	0.126	0.0117	38.476665	-78.892776	Cricetidae	0.06885	pbdb	Animalia	D. A. Hubbard and F. Grady. 2001. Melrose Caverns: A Late Pleistocene Vertebrate Locality in Virginia, U.S.A. 13th International Congress of Speleology 
Ondatra	0.126	0.0117	43.099998	-80.800003	Cricetidae	0.06885	pbdb	Animalia	C. S. Churcher and Et al. 1990. Late Pleistocene Vertebrate, Plant and Insect Remains from the lnnerkip Site, Southwestern Ontario. Geographie physique et Quaternaire 44(3)
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	40.200001	-84.683334	Cricetidae	0.06885	pbdb	Animalia	R. S. Mills. 1975. A ground sloth, Megalonyx, from a Pleistocene site in Darke Co, Ohio. Ohio Journal of Science 75(3):147-155
Ondatra	0.126	0.0117	30.265278	-98.255836	Cricetidae	0.06885	pbdb	Animalia	E. L. Lundelius, Jr. 1992. The Avenue Local Fauna, Late Pleistocene vertebrates from terrace deposits at Austin, Texas. Annales Zoologici Fennici 28:329-340
Ondatra	0.126	0.0117	42.783333	-100.083336	Cricetidae	0.06885	pbdb	Animalia	M. R. Voorhies. 1981. A fossil record of the porcupine (Erethizon dorsatum) from the Great Plains. Journal of Mammalogy 62(4):835-837
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	38.833332	-79.283333	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Ondatra	1.8	0.3	36.700001	-99.900002	Cricetidae	1.05	pbdb	Animalia	T. L. McMullen. 1978. Mammals of the Duck Creek Local Fauna, Late Pleistocene of Kansas. Journal of Mammalogy 59(2)
Ondatra	0.126	0.0117	42.799999	-112.900002	Cricetidae	0.06885	pbdb	Animalia	J. D. Pinsof. 1998. The American Falls local fauna: Late Pleistocene (Sangamonian) vertebrates from southeastern Idaho. Idaho Museum of Natural History Occasional Paper 36:121-145
Ondatra	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard. 1963. A late Illinoian fauna from Kansas and its climatic significance. Papers of the Michigan Academy of Science, Arts, and Letters 48:187-221
Ondatra	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard. 1963. A late Illinoian fauna from Kansas and its climatic significance. Papers of the Michigan Academy of Science, Arts, and Letters 48:187-221
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	50.099998	-110.699997	Cricetidae	0.06885	pbdb	Animalia	C. S. Churcher. 1984.  In W. C. Mahaney (ed.), Correlation of Quaternary Chronologies 
Ondatra	0.126	0.0117	34.25	-109.25	Cricetidae	0.06885	pbdb	Animalia	C. J. Bell and J. Glennon. 2003. Arvicoline rodents from Screaming Neotoma Cave, southern Colorado Plateau, Apache County, Arizona, with comments on the Pleistocene biogeography of Lemmiscus curtatus. Pp. 54-63 in Ice Age Cave Faunas of North America (B. W. Schubert, J. I. Mead, and R. W. Graham, eds.). Indiana University Press, Bloomington, Indiana. 
Ondatra	2.588	0.0117	34.200001	-84.800003	Cricetidae	1.29985	pbdb	Animalia	C. E. Ray. 1967. Pleistocene mammals from Ladds, Bartow County, Georgia. Bulletin of the Georgia Academy of Science 25(3):120-150
Ondatra	0.126	0.0	37.616669	-91.833336	Cricetidae	0.063	pbdb	Animalia	B. W. Schubert. 2003. A late Pleistocene and early Holocene mammalian fauna from Little Beaver Cave, Central Ozarks, Missouri. Pp. 149-200 in Ice Age Cave Faunas of North America (B. W. Schubert, J. I. Mead, and R. W. Graham, eds.). Indiana University Press, Bloomington. 
Ondatra	2.588	0.0117	38.700001	-79.300003	Cricetidae	1.29985	pbdb	Animalia	F. Grady and E. R. Garton. 2000. Paleontology and historic field trip of the John Guilday Cave Preserve (Trout Rock). Bulletin - West Virginia Speleological Survey 14:241-244
Ondatra	1.8	0.3	38.299999	-97.599998	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	40.200001	-98.099998	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	38.299999	-97.599998	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	36.799999	-100.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	41.200001	-96.599998	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	42.808887	-83.364441	Cricetidae	0.06885	pbdb	Animalia	J. Shoshani, D. C. Fisher, and J. M. Zawiskie, S. J. Thurlow, S. L. Shoshani, W. S. Benninghoff, F. H. Zoch. 1989. The Shelton Mastodon Site: Multidisciplinary study of a late Pleistocene (Twocreekan) locality in Southeastern Michigan. Contributions from the Museum of Paleontology, University of Michigan 27(14):393-436
Ondatra	2.588	0.0117	39.644169	-77.58555600000003	Cricetidae	1.29985	pbdb	Animalia	O. P. Hay. 1920. Descriptions of some Pleistocene vertebrates found in the United States. Proceedings of The United States National Museum 58:83-146
Ondatra	0.126	0.0117	29.950001	-82.788002	Cricetidae	0.06885	pbdb	Animalia	G. G. Simpson. 1930. Additions to the Pleistocene of Florida. American Museum Novitates 406:1-14
Ondatra	1.8	0.3	38.900002	-99.400002	Cricetidae	1.05	pbdb	Animalia	T. L. McMullen. 1978. Mammals of the Duck Creek Local Fauna, Late Pleistocene of Kansas. Journal of Mammalogy 59(2)
Ondatra	1.8	0.3	34.0	-99.800003	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3)
Ondatra	0.126	0.0117	29.407499	-82.476387	Cricetidae	0.06885	pbdb	Animalia	R. A. Martin and S. D. Webb. 1974. Late Pleistocene mammals from the Devil's Den Fauna, Levy County.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Ondatra	0.126	0.0117	52.200001	-106.699997	Cricetidae	0.06885	pbdb	Animalia	T. SkwaraWoolf. 1981. Biostratigraphy and paleoecology of Pleistocene deposits (Riddell Member, Floral Formation, Late Rancholabrean), Saskatoon, Canada. Canadian Journal of Earth Sciences 18
Ondatra	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard. 1963. A late Illinoian fauna from Kansas and its climatic significance. Papers of the Michigan Academy of Science, Arts, and Letters 48:187-221
Ondatra	0.126	0.0117	68.199997	-140.0	Cricetidae	0.06885	pbdb	Animalia	C. R. Harington. 1978. Syllogeus 15
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	29.4	-82.599998	Cricetidae	0.06885	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Ondatra	1.8	0.3	38.700001	-98.099998	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	0.126	0.0117	37.200001	-100.300003	Cricetidae	0.06885	pbdb	Animalia	C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223
Ondatra	1.8	0.3	68.199997	-140.0	Cricetidae	1.05	pbdb	Animalia	A. V. Jopling and Et al. 1981. Stratigraphic, Sedimentological and Faunal Evidence for the Occurrence of Pre-Sangamonian Artefacts in Northern Yukon. Arctic 34(1)
Onychomys	4.9	1.8	31.966667	-110.300003	Cricetidae	3.35	pbdb	Animalia	C. L. Gazin. 1942. The Late Cenozoic vertebrate faunas from the San Pedro Valley, Ariz. Proceedings of the United States National Museum 92:475-518
Onychomys	4.9	1.8	32.0	-110.199997	Cricetidae	3.35	pbdb	Animalia	N. M. Johnson and Et al. 1975. Magnetic Polarity Stratigraphy of Pliocene-Pleistocene Terrestrial Deposits and Vertebrate Faunas, San Pedro Valley, Arizona. Geological Society America Bulletin 86
Onychomys	4.9	1.8	32.0	-110.199997	Cricetidae	3.35	pbdb	Animalia	J. A. Harrison. 1978. Mammals of the Wolf Ranch Local Fauna, Pliocene of the San Pedro Valley, Arizona. Occasional Papers of the Museum of Natural History, University of Kansas 73:1-18
Onychomys	4.9	1.8	34.771111	-111.853058	Cricetidae	3.35	pbdb	Animalia	N. J. Czaplewski. 1990. San Bernardino County Museum Association Quarterly 37(3)
Onychomys	4.9	1.8	37.133331	-100.48333	Cricetidae	3.35	pbdb	Animalia	M. D. Carleton and R. E. Eshelman. 1979. University of Michigan Papers on Paleontology 21
Onychomys	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	C. W. Hibbard. 1950. Mammals of the Rexroad Formation from Fox Canyon, Kansas. Contributions from the Museum of Paleontology, University of Michigan 8(6):113-192
Onychomys	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	C. W. Hibbard. 1970. in Dort and Jones 
Onychomys	4.9	1.8	37.099998	-100.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Onychomys	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	C. W. Hibbard. 1970. in Dort and Jones 
Onychomys	4.9	1.8	32.716667	-100.916664	Cricetidae	3.35	pbdb	Animalia	W. W. Dalquest. 1978. Early Blancan mammals of the Beck Ranch local fauna of Texas. Journal of Mammalogy 59(2):269-298
Onychomys	4.9	1.8	33.900002	-117.0	Cricetidae	3.35	pbdb	Animalia	A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49
Onychomys	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	M. D. Carleton and R. E. Eshelman. 1979. University of Michigan Papers on Paleontology 21
Onychomys	1.8	0.3	33.75	-99.5	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Onychomys	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	R. E. Eshelman and C. W. Hibbard. 1981. Contr Mus Paleo Univ Mich 25(16)
Onychomys	1.8	0.3	40.200001	-98.099998	Cricetidae	1.05	pbdb	Animalia	L. D. Martin. 1969. University of Nebraska MS thesis 
Onychomys	1.8	0.3	37.044701	-100.477097	Cricetidae	1.05	pbdb	Animalia	G. E. Schultz. 1969. Geology and paleontology of a late Pleistocene basin in southwest kansas. Geological Society of America Special Paper 105:1-85
Onychomys	1.8	0.3	37.044701	-100.477097	Cricetidae	1.05	pbdb	Animalia	G. E. Schultz. 1969. Geology and paleontology of a late Pleistocene basin in southwest kansas. Geological Society of America Special Paper 105:1-85
Onychomys	1.8	0.3	34.0	-99.800003	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3)
Onychomys	0.126	0.0117	34.883331	-106.883331	Cricetidae	0.06885	pbdb	Animalia	A. H. Harris and J. S. Findley. 1964. Pleistocene-Recent fauna of the Isleta Caves, Bernalillo County, New Mexico. American Journal of Science 262:114-120
Onychomys	0.126	0.0117	30.265278	-98.255836	Cricetidae	0.06885	pbdb	Animalia	E. L. Lundelius, Jr. 1992. The Avenue Local Fauna, Late Pleistocene vertebrates from terrace deposits at Austin, Texas. Annales Zoologici Fennici 28:329-340
Onychomys	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223
Onychomys	1.8	0.3	42.700001	-102.5	Cricetidae	1.05	pbdb	Animalia	R. A. Hintlian. 1975. University of Nebraska MS thesis 
Onychomys	0.126	0.0117	31.183332	-104.199997	Cricetidae	0.06885	pbdb	Animalia	W. W. Dalquest and F. B. Stangl, Jr. 1984. Late Pleistocene and early Recent mammals from Fowlkes Cave, southern Culberson County, Texas. Carnegie Museum of Natural History Special Publication 8:432-455
Onychomys	1.8	0.3	36.700001	-99.900002	Cricetidae	1.05	pbdb	Animalia	J. J. Stephens. 1960. Stratigraphy and Paleontology of a late Pleistocene basin, Harper County, Oklahoma. Geological Society America Bulletin 71
Onychomys	1.8	0.3	37.044701	-100.495201	Cricetidae	1.05	pbdb	Animalia	G. E. Schultz. 1969. Geology and paleontology of a late Pleistocene basin in southwest kansas. Geological Society of America Special Paper 105:1-85
Onychomys	1.8	0.3	33.700001	-101.900002	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Onychomys	1.8	0.3	40.200001	-99.400002	Cricetidae	1.05	pbdb	Animalia	L. D. Martin and C. B. Schultz. 1985. Small mammals of the Seneca and Sappa Local Faunas (post-Ogallala of Nebraska). Institute for Teriary-Quaternary Studies, TER-QUA Symposium Series 1:163-179
Onychomys	4.9	1.8	32.0	-110.199997	Cricetidae	3.35	pbdb	Animalia	N. M. Johnson and Et al. 1975. Magnetic Polarity Stratigraphy of Pliocene-Pleistocene Terrestrial Deposits and Vertebrate Faunas, San Pedro Valley, Arizona. Geological Society America Bulletin 86
Onychomys	1.8	0.3	33.799999	-99.699997	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and R. M. Carpenter. 1988. Early Pleistocene (Irvingtonian) mammals from the Seymour Formation, Knox and Baylor Counties, Texas, exclusive of Camelidae. Occasional Papers, Museum, Texas Tech University 124
Onychomys	4.9	1.8	32.0	-110.199997	Cricetidae	3.35	pbdb	Animalia	C. Mezzabotta. 1997. Palaeovertebrata 26(1-4):189-218
Onychomys	0.126	0.0117	37.200001	-100.300003	Cricetidae	0.06885	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Onychomys	1.8	0.3	45.433334	-99.866669	Cricetidae	1.05	pbdb	Animalia	R. A. Martin. 1989. Arvicolid Rodents of the Early Pleistocene Java Local Fauna from North-Central South Dakota. Journal of Vertebrate Paleontology 9(4):438-450
