species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Grossulariaceae	20.43	15.97	39.2	-117.78333300000001	Eudi_Non_Ro-Aster	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Grossulariaceae	15.97	11.61	39.9	-119.55	Eudi_Non_Ro-Aster	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Grossulariaceae	20.43	15.97	39.25	-117.88333300000001	Eudi_Non_Ro-Aster	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Hydrangeaceae	27.82	23.03	44.77	-122.62	Asterids	25.425	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Hydrangeaceae	23.03	23.03	44.866667	-113.016667	Asterids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Hydrangeaceae	20.43	15.97	39.2	-117.78333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Hydrangeaceae	20.43	15.97	39.25	-117.88333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	19.1	17.38	42.83	-124.55	Rosids	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	0.126	0.01	42.12	-85.906667	Rosids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	1.81	0.7809999999999999	35.359722	-76.8175	Rosids	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	9.9	9.9	40.454444	-85.791944	Rosids	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	15.97	11.61	39.9	-119.55	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	0.126	0.01	42.548611	-84.24972199999999	Rosids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	0.126	0.01	42.548611	-84.24972199999999	Rosids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	13.6	10.3	44.95	-117.5	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	15.97	11.61	36.139722	-120.359167	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	0.126	0.01	38.086110999999995	-79.656944	Rosids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	23.03	20.43	75.411111	-89.430278	Rosids	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	10.5	8.5	42.75	-98.0	Rosids	9.5	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	20.43	15.97	32.5725	-81.358056	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	23.03	20.43	75.411111	-89.430278	Rosids	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	10.0	10.0	36.419722	-82.476667	Rosids	10.0	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	23.03	20.43	75.411111	-89.430278	Rosids	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Juglandaceae	27.82	23.03	44.77	-122.62	Rosids	25.425	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Lauraceae	0.4	0.4	27.638333000000003	-80.3975	Magnoliids	0.4	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Lauraceae	23.03	23.03	44.866667	-113.016667	Magnoliids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Lauraceae	15.97	11.61	36.139722	-120.359167	Magnoliids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Lauraceae	19.1	17.38	42.83	-124.55	Magnoliids	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Meliaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Meliaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Meliaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Meliaceae	15.97	11.61	36.139722	-120.359167	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Myricaceae	9.9	9.9	40.454444	-85.791944	Rosids	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Myricaceae	23.03	20.43	75.411111	-89.430278	Rosids	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Myricaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Myricaceae	0.4	0.4	27.638333000000003	-80.3975	Rosids	0.4	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Myricaceae	13.6	10.3	38.493889	-118.897222	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	5.33	1.81	39.518333	-119.987778	ANA	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	20.43	15.97	39.2	-117.78333300000001	ANA	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	20.43	15.97	39.25	-117.88333300000001	ANA	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	1.81	0.7809999999999999	35.359722	-76.8175	ANA	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	20.43	15.97	39.25	-117.88333300000001	ANA	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	1.81	0.7809999999999999	35.359722	-76.8175	ANA	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Nymphaeaceae	23.03	20.43	75.411111	-89.430278	ANA	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	13.6	10.3	39.388611	-118.9725	Asterids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	20.43	15.97	39.25	-117.88333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	20.43	15.97	39.25	-117.88333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	23.03	23.03	44.866667	-113.016667	Asterids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	20.43	15.97	39.2	-117.78333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	10.0	10.0	36.419722	-82.476667	Asterids	10.0	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	0.126	0.01	42.385556	-84.748333	Asterids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	13.6	10.3	38.493889	-118.897222	Asterids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	1.81	0.7809999999999999	35.359722	-76.8175	Asterids	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	20.43	15.97	39.25	-117.88333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	16.3	13.6	38.493889	-118.897222	Asterids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	13.6	10.3	44.95	-117.5	Asterids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	0.126	0.01	42.12	-85.906667	Asterids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	15.97	11.61	39.9	-119.55	Asterids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	20.43	15.97	39.2	-117.78333300000001	Asterids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Oleaceae	27.82	23.03	44.77	-122.62	Asterids	25.425	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	20.43	15.97	39.25	-117.88333300000001	Eudi_Non_Ro-Aster	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	15.97	11.61	39.9	-119.55	Eudi_Non_Ro-Aster	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	16.3	13.6	38.493889	-118.897222	Eudi_Non_Ro-Aster	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	9.9	9.9	40.454444	-85.791944	Eudi_Non_Ro-Aster	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	23.03	23.03	44.866667	-113.016667	Eudi_Non_Ro-Aster	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	23.03	23.03	44.866667	-113.016667	Eudi_Non_Ro-Aster	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	1.81	0.01	34.4	-119.516667	Eudi_Non_Ro-Aster	0.91	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	15.97	11.61	36.139722	-120.359167	Eudi_Non_Ro-Aster	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	13.65	11.61	39.583333	-119.36666699999999	Eudi_Non_Ro-Aster	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	19.1	17.38	42.83	-124.55	Eudi_Non_Ro-Aster	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	23.03	20.43	75.411111	-89.430278	Eudi_Non_Ro-Aster	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	27.82	23.03	44.77	-122.62	Eudi_Non_Ro-Aster	25.425	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	20.43	15.97	39.25	-117.88333300000001	Eudi_Non_Ro-Aster	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Platanaceae	15.97	11.61	36.139722	-120.359167	Eudi_Non_Ro-Aster	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Poaceae	10.5	8.5	42.75	-98.0	Commelinids	9.5	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Poaceae	10.5	8.5	42.75	-98.0	Commelinids	9.5	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Poaceae	10.5	8.5	42.75	-98.0	Commelinids	9.5	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Poaceae	10.5	8.5	42.75	-98.0	Commelinids	9.5	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Poaceae	9.9	9.9	40.454444	-85.791944	Commelinids	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Polygonaceae	1.81	0.7809999999999999	35.359722	-76.8175	Eudi_Non_Ro-Aster	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Polygonaceae	9.9	9.9	40.454444	-85.791944	Eudi_Non_Ro-Aster	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Polygonaceae	9.9	9.9	40.454444	-85.791944	Eudi_Non_Ro-Aster	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Polygonaceae	0.126	0.01	49.7177	-124.97399999999999	Eudi_Non_Ro-Aster	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Polygonaceae	0.01346	0.01346	36.9575	-81.76916700000001	Eudi_Non_Ro-Aster	0.01346	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Potamogetonaceae	23.03	20.43	75.411111	-89.430278	Mono_Non_Comme	21.73	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Potamogetonaceae	0.01346	0.01346	36.9575	-81.76916700000001	Mono_Non_Comme	0.01346	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Potamogetonaceae	9.9	9.9	40.454444	-85.791944	Mono_Non_Comme	9.9	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Potamogetonaceae	1.81	0.7809999999999999	35.359722	-76.8175	Mono_Non_Comme	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	23.03	23.03	44.866667	-113.016667	Eudi_Non_Ro-Aster	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	0.126	0.01	42.12	-85.906667	Eudi_Non_Ro-Aster	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	0.126	0.01	42.385556	-84.748333	Eudi_Non_Ro-Aster	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	0.01346	0.01346	36.9575	-81.76916700000001	Eudi_Non_Ro-Aster	0.01346	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	1.81	0.7809999999999999	35.359722	-76.8175	Eudi_Non_Ro-Aster	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Ranunculaceae	1.81	0.7809999999999999	35.359722	-76.8175	Eudi_Non_Ro-Aster	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	19.1	17.38	42.83	-124.55	Rosids	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.6	10.3	39.785833000000004	-118.93638899999999	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	16.3	13.6	38.493889	-118.897222	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	5.33	1.81	39.518333	-119.987778	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rhamnaceaee	0.4	0.4	27.638333000000003	-80.3975	Rosids	0.4	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	15.97	11.61	39.9	-119.55	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
