genus	age_bin	north_america	south_america	eurasia	africa	australia
Neohelos	15	0	0	0	0	2
Neohipparion	10	116	0	0	0	0
Neohipparion	15	15	0	0	0	0
Neohipparion	5	106	0	0	0	0
Neolicaphrium	0	0	1	0	0	0
Neomegaloceros	5	0	0	1	0	0
Neomys	0	0	0	9	0	0
Neomysorex	5	0	0	2	0	0
Neonematherium	15	0	5	0	0	0
Neoparadoxia	10	1	0	0	0	0
Neoparadoxia	15	1	0	0	0	0
Neophanomys	5	0	1	0	0	0
Neoreomys	15	0	4	0	0	0
Neosaimiri	15	0	3	0	0	0
Neosciuromys	20	0	0	0	2	0
Neosclerocalyptus	0	0	2	0	0	0
Neosteiromys	15	0	1	0	0	0
Neotamandua	15	0	2	0	0	0
Neotamandua	5	0	1	0	0	0
Neotamias	0	4	0	0	0	0
Neotetracus	15	0	0	1	0	0
Neotoma	0	135	0	0	0	0
Neotoma	5	71	0	0	0	0
Neotomys	0	0	1	0	0	0
Neotragocerus	15	1	0	0	0	0
Neotragocerus	5	6	0	0	0	0
Neotrigodon	10	0	1	0	0	0
Nerterogeomys	0	25	0	0	0	0
Nerterogeomys	5	28	0	0	0	0
Nesiotites	0	0	0	0	0	0
Nesodon	15	0	9	0	0	0
Nesogoral	0	0	0	0	0	0
Nesogoral	5	0	0	0	0	0
Nesokia	0	0	0	1	0	0
Nesolutra	0	0	0	0	0	0
Neurotrichus	0	0	0	4	0	0
Neurotrichus	5	1	0	4	0	0
Neuryurus	5	0	1	0	0	0
Nexuotapirus	20	10	0	0	0	0
Nexuotapirus	25	10	0	0	0	0
Nexuotapirus	30	3	0	0	0	0
Nguruwe	15	0	0	0	8	0
Nguruwe	20	0	0	0	14	0
Nievella	20	0	0	2	0	0
Niglarodon	25	11	0	0	0	0
Niglarodon	30	19	0	0	0	0
Nimbacinus	15	0	0	0	0	2
Nimbadon	10	0	0	0	0	2
Nimbadon	15	0	0	0	0	2
Nimravides	10	22	0	0	0	0
Nimravides	15	1	0	0	0	0
Nimravides	5	14	0	0	0	0
Nimravus	10	0	0	1	0	0
Nimravus	30	25	0	0	0	0
Ningaui	0	0	0	0	0	3
Ningxiatherium	10	0	0	3	0	0
Ninjadelphis	20	0	0	0	0	0
Nipponicervus	0	0	0	1	0	0
Nisidorcas	10	0	0	10	0	0
Nisidorcas	5	0	0	3	0	0
Nitidarcus	0	0	0	0	1	0
Niviventer	0	0	0	22	0	0
Noctilio	0	0	2	0	0	0
Noctilio	10	0	1	0	0	0
Noctilio	15	0	1	0	0	0
Noctilio	5	0	1	0	0	0
Nomascus	0	0	0	2	0	0
Norbertia	5	0	0	1	0	0
Nothodipoides	10	33	0	0	0	0
Nothodipoides	15	5	0	0	0	0
Nothokemas	15	3	0	0	0	0
Nothokemas	20	10	0	0	0	0
Nothokemas	25	6	0	0	0	0
Nothotylopus	10	2	0	0	0	0
Nothotylopus	15	1	0	0	0	0
Nothropus	0	0	1	0	0	0
Nothrotheriops	0	6	0	0	0	0
Nothrotheriops	5	1	0	0	0	0
Nothrotherium	0	16	3	0	0	0
Nothrotherium	5	4	0	0	0	0
Notiosorex	0	14	0	0	0	0
Notiosorex	5	7	0	0	0	0
Notocetus	20	0	1	0	0	0
Notochoerus	0	0	0	0	27	0
Notochoerus	5	0	0	0	52	0
Notocricetodon	15	0	0	0	2	0
Notocricetodon	20	0	0	0	5	0
Notogaulus	15	5	0	0	0	0
Notolagus	0	1	0	0	0	0
Notolagus	5	14	0	0	0	0
Notomys	0	0	0	0	0	24
Notonycteris	10	0	1	0	0	0
Notonycteris	15	0	4	0	0	0
Nototamias	10	3	0	0	0	0
Nototamias	15	10	0	0	0	0
Nototamias	20	7	0	0	0	0
Nototamias	25	5	0	0	0	0
Nototamias	30	1	0	0	0	0
Nototherium	0	0	0	0	0	6
Nuciruptor	15	0	1	0	0	0
Numbigilga	5	0	0	0	0	1
Numidocapra	0	0	0	0	4	0
Nunezia	5	0	1	0	0	0
Nuragha	20	0	0	0	0	0
Nyanzachoerus	0	0	0	0	3	0
Nyanzachoerus	5	0	0	0	63	0
Nyanzameryx	10	0	0	0	2	0
Nyanzameryx	15	0	0	0	1	0
Nyanzapithecus	15	0	0	0	3	0
Nyanzapithecus	20	0	0	0	2	0
Nyctalus	0	0	0	0	0	0
Nyctereutes	0	0	0	23	2	0
Nyctereutes	5	0	0	33	3	0
Nycticebus	0	0	0	2	0	0
Nycticebus	15	0	0	2	0	0
Nycticeius	0	2	0	0	0	0
Nyctophilus	0	0	0	0	0	4
Obdurodon	15	0	0	0	0	2
Obdurodon	5	0	0	0	0	1
Ocajila	25	3	0	0	0	0
Ocajila	30	9	0	0	0	0
Occitanomys	0	0	0	5	0	0
Occitanomys	10	0	0	69	0	0
Occitanomys	5	0	0	163	1	0
Ochotona	0	17	0	38	0	0
Ochotona	10	0	0	7	0	0
Ochotona	15	0	0	1	0	0
Ochotona	5	6	0	48	0	0
Ochotonoides	0	0	0	7	0	0
Ochotonoides	5	0	0	18	0	0
Ochotonoma	10	0	0	1	0	0
Ochotonoma	5	0	0	1	0	0
Ochrotomys	0	7	0	0	0	0
Ocnopus	0	0	2	0	0	0
Octomylodon	5	0	1	0	0	0
Odobenocetops	5	0	3	0	0	0
Odocoileus	0	139	6	0	0	0
Odocoileus	5	9	1	0	0	0
Oenomys	0	0	0	0	1	0
Ogmodontomys	0	4	0	0	0	0
Ogmodontomys	5	20	0	0	0	0
Oioceros	10	0	0	31	0	0
Oioceros	15	0	0	3	0	0
Oioceros	5	0	0	17	0	0
Okapia	0	0	0	0	1	0
Oklahomalagus	10	3	0	0	0	0
Oligobiotherium	20	0	2	0	0	0
Oligobunis	15	2	0	0	0	0
Oligobunis	20	1	0	0	0	0
Oligobunis	25	2	0	0	0	0
Oligoryzomys	0	0	2	0	0	0
Oligoscalops	30	2	0	0	0	0
Oligosorex	15	0	0	1	0	0
Oligosorex	20	0	0	21	0	0
Oligosorex	25	0	0	1	0	0
Oligospermophilus	30	1	0	0	0	0
Oligotheriomys	20	2	0	0	0	0
Olonbulukia	10	0	0	1	0	0
Ondatra	0	113	0	0	0	0
Ondatra	5	48	0	0	0	0
Onohippidium	5	4	0	0	0	0
Onotragus	0	0	0	0	1	0
Onychogalea	0	0	0	0	0	19
Onychomys	0	38	0	0	0	0
Onychomys	5	24	0	0	0	0
Ophiomys	0	17	0	0	0	0
Ophiomys	5	43	0	0	0	0
Orangemeryx	15	0	0	0	1	0
Orangictis	15	0	0	0	1	0
Orasius	10	0	0	1	0	0
Orchonoceros	5	0	0	3	0	0
Oreamnos	0	6	0	0	0	0
Oregonomys	0	2	0	0	0	0
Oregonomys	10	1	0	0	0	0
Oregonomys	5	25	0	0	0	0
Oreodontoides	20	3	0	0	0	0
Oreodontoides	25	6	0	0	0	0
Oreodontoides	30	6	0	0	0	0
Oreolagus	15	34	0	0	0	0
Oreolagus	20	32	0	0	0	0
Oreonagor	0	0	0	0	2	0
Oreopithecus	10	0	0	6	0	0
Oreopithecus	5	0	0	4	0	0
Oreotragus	0	0	0	0	38	0
Oriensciurus	15	0	0	1	0	0
Orientalomys	0	0	0	2	0	0
Orientalomys	20	0	0	4	0	0
Orientalomys	5	0	0	11	0	0
Oriomeryx	15	0	0	1	0	0
Oriomeryx	20	0	0	13	0	0
Ornithorhynchus	0	0	0	0	0	12
Ornithorhynchus	5	0	0	0	0	1
Orrorin	5	0	0	0	3	0
Orthogeomys	0	8	0	0	0	0
Orthogeomys	5	3	0	0	0	0
Ortotherium	10	0	4	0	0	0
Ortotherium	5	0	2	0	0	0
Orycteropus	0	0	0	0	29	0
Orycteropus	10	0	0	14	4	0
Orycteropus	15	0	0	2	8	0
Orycteropus	20	0	0	0	11	0
Orycteropus	5	0	0	14	10	0
Oryctolagus	0	0	0	32	4	7
Oryctolagus	5	0	0	8	0	0
Orygotherium	10	0	0	2	0	0
Orygotherium	15	0	0	4	0	0
Orygotherium	20	0	0	2	0	0
Oryx	0	0	0	3	17	0
Oryx	5	0	0	0	2	0
Oryzomys	0	26	1	0	0	0
Oryzomys	5	1	0	0	0	0
Osbornoceros	10	3	0	0	0	0
Osbornoceros	5	3	0	0	0	0
Osbornodon	15	32	0	0	0	0
Osbornodon	20	26	0	0	0	0
Osbornodon	25	2	0	0	0	0
Osbornodon	30	2	0	0	0	0
Osmotherium	0	4	0	0	0	0
Otarocyon	20	1	0	0	0	0
Otarocyon	30	10	0	0	0	0
Otaviglis	10	0	0	0	1	0
Otekaikea	25	0	0	0	0	0
Otocyon	0	0	0	0	8	0
Otomops	0	0	0	0	0	0
Otomys	0	0	0	0	13	0
Otomys	5	0	0	0	4	0
Otradnocetus	10	0	0	1	0	0
Ottoceros	5	2	0	0	0	0
Ougandatherium	20	0	0	0	2	0
Ounalashkastylus	20	0	0	0	0	0
Ouranopithecus	10	0	0	4	0	0
Ourebia	0	0	0	0	1	0
Ouzocerus	10	0	0	3	0	0
Ouzocerus	5	0	0	1	0	0
Ovibos	0	9	0	3	0	0
Ovis	0	44	0	17	23	0
Ovis	5	0	0	0	1	0
Oxetocyon	30	2	0	0	0	0
Oxydactylus	15	10	0	0	0	0
Oxydactylus	20	23	0	0	0	0
Oxydactylus	25	2	0	0	0	0
Oxydactylus	30	6	0	0	0	0
Oxymycterus	0	0	1	0	0	0
Oxyodontherium	10	0	2	0	0	0
Ozotoceros	0	0	5	0	0	0
Pachyarmatherium	0	8	0	0	0	0
Pachyarmatherium	5	1	0	0	0	0
Pachybiotherium	15	0	1	0	0	0
Pachybiotherium	20	0	2	0	0	0
Pachycrocuta	0	0	0	43	4	0
Pachycrocuta	5	0	0	7	0	0
Pachygazella	5	0	0	1	0	0
Pachyhyrax	15	0	0	1	2	0
Pachyhyrax	20	0	0	0	1	0
Pachylemur	0	0	0	0	0	0
Pachynodon	5	0	1	0	0	0
Pachyodon	10	0	0	1	0	0
Pachyportax	10	0	0	1	0	0
Pachyportax	5	0	0	2	0	0
Pachytragus	10	0	0	3	0	0
Pachytragus	5	0	0	5	0	0
Paciculus	15	2	0	0	0	0
Paciculus	20	5	0	0	0	0
Paciculus	25	11	0	0	0	0
Paciculus	30	13	0	0	0	0
Paedotherium	10	0	1	0	0	0
Paedotherium	5	0	16	0	0	0
Paenelimnoecus	10	0	0	45	0	0
Paenelimnoecus	15	0	0	19	0	0
Paenelimnoecus	20	0	0	5	0	0
Paenelimnoecus	5	0	0	31	0	0
Paenemarmota	0	8	0	0	0	0
Paenemarmota	10	3	0	0	0	0
Paenemarmota	5	27	0	0	0	0
Paenepetenyia	5	0	0	1	0	0
Paeneptenyia	5	0	0	1	0	0
Paenesorex	10	0	0	11	0	0
Paguma	0	0	0	12	0	0
Palaearctomys	15	2	0	0	0	0
Palaehoplophorus	5	0	1	0	0	0
Palaenycteris	20	0	0	1	0	0
Palaeobalaena	10	0	1	0	0	0
Palaeobalaena	15	0	1	0	0	0
Palaeocastor	20	8	0	0	0	0
Palaeocastor	25	11	0	0	0	0
Palaeocastor	30	91	0	0	0	0
Palaeochoerus	15	0	0	1	0	0
Palaeochoerus	20	0	0	5	0	0
Palaeochoerus	30	1	0	0	0	0
Palaeoctodon	10	0	1	0	0	0
Palaeogale	15	0	0	6	0	0
Palaeogale	20	5	0	26	0	0
Palaeogale	25	3	0	0	0	0
Palaeogale	30	10	0	0	0	0
Palaeogiraffa	10	0	0	3	0	0
Palaeohypsodontus	25	0	0	2	0	0
Palaeolagus	20	1	0	0	0	0
Palaeolagus	25	18	0	0	0	0
Palaeolagus	30	94	0	0	0	0
Palaeolama	0	33	9	0	0	0
Palaeolama	5	1	0	0	0	0
Palaeoloxodon	0	0	0	65	186	0
Palaeoloxodon	5	0	0	1	43	0
Palaeomeles	10	0	0	2	0	0
Palaeomeryx	10	0	0	18	0	0
Palaeomeryx	15	0	0	69	0	0
Palaeomeryx	20	0	0	15	0	0
Palaeomys	10	0	0	1	0	0
Palaeoplatyceros	10	0	0	1	0	0
Palaeopropithecus	0	0	0	0	0	0
Palaeoreas	10	0	0	18	0	0
Palaeoreas	5	0	0	10	0	0
Palaeoryx	10	0	0	18	0	0
Palaeoryx	5	0	0	25	0	0
Palaeoscaptor	25	0	0	15	0	0
Palaeosciurus	10	0	0	3	0	0
Palaeosciurus	15	0	0	47	0	0
Palaeosciurus	20	0	0	45	0	0
Palaeosciurus	25	0	0	5	0	0
Palaeotapirus	15	0	0	1	0	0
Palaeotapirus	20	0	0	1	0	0
Palaeothentes	15	0	30	0	0	0
Palaeotoxodon	10	0	2	0	0	0
Palaeotoxodon	5	0	1	0	0	0
Palaeotragiscus	5	0	0	0	1	0
Palaeotragus	10	0	0	74	5	0
Palaeotragus	15	0	0	1	7	0
Palaeotragus	20	0	0	0	1	0
Palaeotragus	5	0	0	47	5	0
Paleptesicus	10	0	0	9	0	0
Paleptesicus	15	0	0	3	0	0
Palerinaceus	0	0	0	1	0	0
Palerinaceus	10	0	0	1	0	0
Paljara	15	0	0	0	0	1
Palorchestes	0	0	0	0	0	56
Palorchestes	5	0	0	0	0	1
Paludolutra	10	0	0	5	0	0
Paludolutra	5	0	0	6	0	0
Paludotona	10	0	0	2	0	0
Paludotona	20	0	0	1	0	0
Paludotona	5	0	0	1	0	0
Palynephyllum	15	0	1	0	0	0
Pampatherium	0	3	14	0	0	0
Panamacebus	15	1	1	0	0	0
Pannonicola	10	0	0	1	0	0
Pannonictis	0	0	0	3	0	0
Pannonictis	5	0	0	3	0	0
Panochthus	0	0	13	0	0	0
Panolax	10	3	0	0	0	0
Panolax	15	4	0	0	0	0
Panthera	0	66	20	234	106	0
Panthera	5	1	0	8	41	0
Papahu	20	0	0	0	0	0
Papio	0	0	0	1	25	0
Papio	5	0	0	0	7	0
Parabderites	15	0	1	0	0	0
Parabderites	20	0	1	0	0	0
Parablastomeryx	10	8	0	0	0	0
Parablastomeryx	15	9	0	0	0	0
Parablastomeryx	20	4	0	0	0	0
Parabos	5	0	0	14	0	0
Parabrachyodus	15	0	0	1	0	0
Parabrachyodus	20	0	0	3	0	0
Parabunodon	10	0	0	1	0	0
Paracamelus	0	0	0	6	0	0
Paracamelus	5	0	0	21	1	0
Paraceratherium	25	0	0	1	0	0
Paracervulus	0	0	0	2	0	0
Paracervulus	5	0	0	11	0	0
Parachleuastochoerus	10	0	0	46	0	0
Parachleuastochoerus	15	0	0	6	0	0
Paracitellus	20	0	0	3	0	0
Paracolobus	0	0	0	0	4	0
Paracolobus	5	0	0	0	8	0
Paracosoryx	10	49	0	0	0	0
Paracosoryx	15	70	0	0	0	0
Paracosoryx	20	7	0	0	0	0
Paracricetulus	10	0	0	3	0	0
Paracryptomys	20	0	0	0	1	0
Paracryptotis	0	2	0	0	0	0
Paracryptotis	10	2	0	0	0	0
Paracryptotis	5	8	0	0	0	0
Paracynarctus	15	55	0	0	0	0
Paracynarctus	20	13	0	0	0	0
Paradakkamys	10	0	0	1	0	0
Paradaphoenus	25	1	0	0	0	0
Paradaphoenus	30	3	0	0	0	0
Paradelphomys	20	0	1	0	0	0
Paradiceros	10	0	0	0	2	0
Paradiceros	15	0	0	0	2	0
Paradolichopithecus	0	0	0	4	0	0
Paradolichopithecus	5	0	0	2	0	0
Paradomnina	15	27	0	0	0	0
Paradoxurus	0	0	0	13	0	0
Paraenhydriodon	10	0	0	1	0	0
Paraenhydrocyon	20	14	0	0	0	0
Paraenhydrocyon	25	20	0	0	0	0
Paraenhydrocyon	30	10	0	0	0	0
Paraentelodon	25	0	0	1	0	0
Paraethomys	0	0	0	2	4	0
Paraethomys	10	0	0	0	1	0
Paraethomys	20	0	0	1	0	0
Paraethomys	5	0	0	78	7	0
Paragale	20	0	0	1	0	0
Parageogale	20	0	0	0	1	0
Paraglirulus	10	0	0	41	0	0
Paraglirulus	15	0	0	41	0	0
Paraglis	10	0	0	21	0	0
Paraglis	15	0	0	21	0	0
Paraglis	20	0	0	16	0	0
Paraglis	25	0	0	10	0	0
Paraglyptodon	5	0	1	0	0	0
Parahipparion	0	0	1	0	0	0
Parahippus	15	54	0	0	0	0
Parahippus	20	68	0	0	0	0
Parahippus	25	9	0	0	0	0
Parahoplophorus	10	0	1	0	0	0
Parahyaena	0	0	0	2	35	0
Parahyaena	5	0	0	0	5	0
Parahyaenodon	5	0	1	0	0	0
Parailurus	0	0	0	1	0	0
Parailurus	5	0	0	9	0	0
Paralactaga	5	0	0	11	0	0
Parallomys	20	3	0	0	0	0
Parallomys	25	3	0	0	0	0
Paralophocricetus	5	0	0	2	0	0
Paralutra	10	0	0	5	0	0
Paralutra	15	0	0	2	0	0
Paralutra	20	0	0	1	0	0
Paralutra	5	0	0	1	0	0
Paramachaerodus	10	0	0	17	0	0
Paramachaerodus	5	0	0	9	0	0
Paramartes	5	0	0	1	0	0
Parameles	0	0	0	1	0	0
Parameles	5	0	0	4	0	0
Parameriones	0	0	0	1	0	0
Paramerychyus	20	8	0	0	0	0
Paramerychyus	25	9	0	0	0	0
Paramicrotoscoptes	10	2	0	0	0	0
Paramicrotoscoptes	5	4	0	0	0	0
Paramiolabis	15	39	0	0	0	0
Paramiolabis	20	2	0	0	0	0
Paramylodon	0	75	0	0	0	0
Paramylodon	5	4	0	0	0	0
Paramyocastor	5	0	9	0	0	0
Paranasua	10	3	0	0	0	0
Paranauchenia	10	0	1	0	0	0
Paranchitherium	15	0	0	1	0	0
Paranomalurus	15	0	0	0	4	0
Paranomalurus	20	0	0	0	21	0
Paranotolagus	5	3	0	0	0	0
Paranourosorex	5	0	0	5	0	0
Parantechinus	0	0	0	0	0	4
Paranthropus	0	0	0	0	20	0
Paranthropus	5	0	0	0	5	0
Parantidorcas	0	0	0	0	1	0
Parantidorcas	5	0	0	0	1	0
Paraoioceros	5	0	0	1	0	0
Paraoligobunus	20	2	0	0	0	0
Parapaenemarmota	5	3	0	0	0	0
Parapapio	0	0	0	0	8	0
Parapapio	5	0	0	0	31	0
Parapelomys	10	0	0	2	0	0
Parapelomys	5	0	0	4	0	0
Parapetaurista	15	0	0	1	0	0
Paraphiomys	10	0	0	0	4	0
Paraphiomys	15	0	0	1	33	0
Paraphiomys	20	0	0	0	33	0
Paraphiomys	5	0	0	0	1	0
Parapliohippus	15	55	0	0	0	0
Parapliohippus	20	4	0	0	0	0
Parapliohyrax	15	0	0	0	1	0
Parapliosaccomys	10	4	0	0	0	0
Parapliosaccomys	15	11	0	0	0	0
Parapliosaccomys	5	20	0	0	0	0
Parapliosaceomys	5	3	0	0	0	0
Parapodemus	0	0	0	1	0	0
Parapodemus	10	0	0	80	0	0
Parapodemus	5	0	0	42	0	0
Parapontoporia	5	5	0	0	0	0
Parapotos	15	2	0	0	0	0
Parapresbytis	5	0	0	2	0	0
Parapropalaehoplophorus	10	0	1	0	0	0
Parapropalaehoplophorus	15	0	1	0	0	0
Paraprotoryx	5	0	0	2	0	0
Parapseudotragus	5	0	0	2	0	0
Pararhizomys	10	0	0	6	0	0
Pararhizomys	5	0	0	1	0	0
Parascalops	0	16	0	0	0	0
Parascalops	5	0	0	3	0	0
Parasminthus	15	0	0	2	0	0
Parasminthus	25	0	0	4	0	0
Parasorex	10	0	0	39	0	0
Parasorex	15	0	0	1	0	0
Parasorex	5	0	0	42	0	0
Parasoriculus	5	0	0	1	0	0
Parasteiromys	20	0	2	0	0	0
Parastrapotherium	20	0	1	0	0	0
Parastrepsiceros	5	0	0	2	0	0
Paratalpa	20	0	0	15	0	0
Paratalpa	25	0	0	5	0	0
Paratamias	10	1	0	0	0	0
Paratapirus	15	0	0	2	0	0
Paratapirus	20	0	0	20	0	0
Paratapirus	25	0	0	3	0	0
Paratarsomys	20	0	0	0	1	0
Parataxidea	10	0	0	4	0	0
Parataxidea	15	0	0	1	0	0
Parataxidea	5	0	0	10	0	0
Paratoceras	10	3	0	0	0	0
Paratoceras	15	5	1	0	0	0
Paratoceras	20	2	2	0	0	0
Paratoceras	25	1	0	0	0	0
Paratomarctus	10	53	0	0	0	0
Paratomarctus	15	125	0	0	0	0
Paratragocerus	15	0	0	1	0	0
Paratragocerus	5	0	0	2	0	0
Paratriaenops	0	0	0	0	0	0
Paratrogomys	15	6	0	0	0	0
Paratylopus	15	1	0	0	0	0
Paratylopus	20	1	0	0	0	0
Paraulacodus	10	0	0	0	1	0
Paraulacodus	15	0	0	1	0	0
Paraulacodus	5	0	0	0	2	0
Paraxerus	0	0	0	0	1	0
Parelasmotherium	10	0	0	3	0	0
Parenhydrocyon	20	8	0	0	0	0
Parenhydrocyon	25	2	0	0	0	0
Parenhydrocyon	30	3	0	0	0	0
Parestigorgon	0	0	0	0	1	0
Parestigorgon	5	0	0	0	1	0
Parmularius	0	0	0	0	20	0
Parmularius	5	0	0	0	11	0
Paroligobunis	20	1	0	0	0	0
Paroligobunis	25	1	0	0	0	0
Paronychomys	0	1	0	0	0	0
Paronychomys	5	14	0	0	0	0
Paroreodon	20	3	0	0	0	0
Paroreodon	25	9	0	0	0	0
Parvericius	10	0	0	1	0	0
Parvericius	15	44	0	2	0	0
Parvericius	20	21	0	0	0	0
Parvericius	25	11	0	0	0	0
Parvericius	30	1	0	0	0	0
Pascualia	5	0	1	0	0	0
Patagosmilus	10	0	1	0	0	0
Patasola	10	0	1	0	0	0
Patriocetus	20	0	0	1	0	0
Pavlodaria	5	0	0	1	0	0
Pecarichoerus	10	0	0	1	0	0
Pedetes	0	0	0	0	1	0
Pedetes	5	0	0	0	1	0
Pediolagus	0	0	1	0	0	0
Pediolophodon	10	3	0	0	0	0
Pediomeryx	10	1	0	0	0	0
Pediomeryx	5	20	0	0	0	0
Pedrolypeutes	15	0	6	0	0	0
Peisorex	5	0	0	1	0	0
Pekania	0	15	0	0	0	0
Pelea	0	0	0	0	6	0
Pelomys	5	0	0	1	0	0
Pelorovis	0	0	0	5	81	0
Pelorovis	5	0	0	0	8	0
Peltephilus	15	0	12	0	0	0
Penepalaeocastor	30	2	0	0	0	0
Pentabuneomys	15	0	0	1	0	0
Pentabuneomys	20	0	0	13	0	0
Pentabuneomys	30	1	0	0	0	0
Peraceras	10	28	0	0	0	0
Peraceras	15	161	0	0	0	0
Peraceras	20	9	0	0	0	0
Perameles	0	0	0	0	0	190
Perameles	5	0	0	0	0	5
Peratherium	30	1	0	0	0	0
Perchoerus	30	2	0	0	0	0
Percrocuta	0	0	0	0	1	0
Percrocuta	10	0	0	9	2	0
Percrocuta	15	0	0	8	0	0
Percrocuta	5	0	0	2	3	0
Percymygale	20	0	0	2	0	0
Pereddamys	20	0	0	0	0	0
Pericotoxodon	10	0	2	0	0	0
Pericotoxodon	15	0	6	0	0	0
Peridiomys	15	27	0	0	0	0
Peridiomys	20	1	0	0	0	0
Peridyromys	10	0	0	2	0	0
Peridyromys	15	0	0	46	0	0
Peridyromys	20	0	0	154	0	0
Peridyromys	25	0	0	27	0	0
Perimys	15	0	5	0	0	0
Perimys	20	0	5	0	0	0
Perognathoides	10	2	0	0	0	0
Perognathoides	15	6	0	0	0	0
Perognathus	0	27	0	0	0	0
Perognathus	10	77	0	0	0	0
Perognathus	15	136	0	0	0	0
Perognathus	20	1	0	0	0	0
Perognathus	5	64	0	0	0	0
Peromyscus	0	125	0	0	0	0
Peromyscus	10	13	0	0	0	0
Peromyscus	15	5	0	0	0	0
Peromyscus	5	71	0	0	0	0
Peroryctes	0	0	0	0	0	14
Peroryctes	5	0	0	0	0	1
Persiatherium	10	0	0	1	0	0
Perumys	5	0	1	0	0	0
Petaurista	0	0	0	5	0	0
Petauristodon	10	16	0	0	0	0
Petauristodon	15	35	0	0	0	0
Petauristodon	20	7	0	0	0	0
Petauroides	0	0	0	0	0	6
Petaurus	0	0	0	0	0	66
Petenyia	0	0	0	34	0	0
Petenyia	10	1	0	25	0	0
Petenyia	15	1	0	0	0	0
Petenyia	5	1	0	52	0	0
Petenyiella	5	0	0	2	0	0
Petinomys	5	0	0	1	0	0
Petrogale	0	0	0	0	0	60
Petromus	0	0	0	0	1	0
Petromus	5	0	0	0	1	0
Petropseudes	0	0	0	0	0	1
Pewelagus	0	3	0	0	0	0
Pewelagus	5	32	0	0	0	0
Phacochoerus	0	0	0	0	89	0
Phacochoerus	5	0	0	0	6	0
Phalanger	0	0	0	0	0	99
Phanomys	15	0	2	0	0	0
Phanomys	20	0	1	0	0	0
Phanourios	0	0	0	0	0	0
Phascogale	0	0	0	0	0	58
Phascolarctos	0	0	0	0	0	45
Phascolarctos	5	0	0	0	0	1
Phascolonus	0	0	0	0	0	26
Phascolonus	5	0	0	0	0	1
Phataginus	0	0	0	0	1	0
Phelosaccomys	10	20	0	0	0	0
Phelosaccomys	15	10	0	0	0	0
Phelosaccomys	5	1	0	0	0	0
Phenacocoelus	20	3	0	0	0	0
Phenacocoelus	25	4	0	0	0	0
Phenacomys	0	33	0	0	0	0
Phenacomys	5	6	0	0	0	0
Phenacotragus	0	0	0	0	1	0
Pheraios	10	0	0	1	0	0
Philander	0	1	3	0	0	0
Philander	10	0	2	0	0	0
Philotrox	25	1	0	0	0	0
Philotrox	30	20	0	0	0	0
Phiomia	25	0	0	0	1	0
Phiomyoides	15	0	0	0	1	0
Phiomyoides	20	0	0	0	1	0
Phiomys	15	0	0	0	1	0
Phiomys	20	0	0	0	4	0
Phlaocyon	15	7	0	0	0	0
Phlaocyon	20	78	0	0	0	0
Phlaocyon	25	18	0	0	0	0
Phlaocyon	30	17	0	0	0	0
Phoberocyon	15	5	0	2	0	0
Phoberocyon	20	2	0	23	0	0
Phoberodon	20	0	1	0	0	0
Phoberogale	20	1	0	1	0	0
Phoberogale	25	0	0	1	0	0
Phoberogale	30	1	0	0	0	0
Phoberomys	10	0	10	0	0	0
Phoberomys	5	0	1	0	0	0
Phocaenopsis	10	0	0	1	0	0
Phocaenopsis	15	0	0	0	0	0
Phocageneus	10	1	0	0	0	0
Phocageneus	15	3	0	0	0	0
Phodopus	5	0	0	1	0	0
Phonocdromus	15	0	4	0	0	0
Phronetragus	10	0	0	1	0	0
Phronetragus	5	0	0	1	0	0
Phtoramys	5	0	2	0	0	0
Phugatherium	0	6	0	0	0	0
Phugatherium	10	0	2	0	0	0
Phugatherium	5	6	8	0	0	0
Phyllops	0	0	0	0	0	0
Phyllotillon	15	0	0	1	0	0
Phyllotillon	20	0	0	1	0	0
Phyllotillon	25	0	0	1	0	0
Phyllotis	0	0	1	0	0	0
Pichipilus	15	0	1	0	0	0
Pierolapithecus	10	0	0	2	0	0
Piezodus	20	0	0	7	0	0
Piezodus	25	0	0	8	0	0
Pildra	5	0	0	0	0	1
Pilkipildra	5	0	0	0	0	1
Pipistrellus	0	17	0	0	0	0
Pipistrellus	5	1	0	0	0	0
Piscobalaena	10	0	2	0	0	0
Piscobalaena	15	0	1	0	0	0
Piscobalaena	5	0	1	0	0	0
Pithanotomys	5	0	7	0	0	0
Pitheculites	15	0	1	0	0	0
Pitymimomys	5	0	0	1	0	0
Pitymys	0	6	0	5	0	0
Plaina	5	0	4	0	0	0
Planigale	0	0	0	0	0	5
Planisorex	0	3	0	0	0	0
Planisorex	5	3	0	0	0	0
Platacanthomys	10	0	0	5	0	0
Platodontopithecus	15	0	0	1	0	0
Platodontopithecus	20	0	0	1	0	0
Platybelodon	10	3	0	15	0	0
Platybelodon	15	0	0	9	1	0
Platybelodon	20	0	0	1	0	0
Platybos	0	0	0	1	0	0
Platycemas	5	0	0	1	0	0
Platygonus	0	83	1	0	0	0
Platygonus	10	1	0	0	0	0
Platygonus	15	1	0	0	0	0
Platygonus	5	41	4	0	0	0
Plecotus	0	6	0	8	0	0
Plecotus	10	0	0	1	0	0
Plecotus	5	0	0	7	0	0
Pleiolama	10	13	0	0	0	0
Pleiolama	5	57	0	0	0	0
Plesiaceratherium	15	0	0	32	0	0
Plesiaceratherium	20	0	0	21	0	0
