genus	age_bin	north_america	south_america	eurasia	africa	australia
Castillomys	5	0	0	66	1	0
Castor	0	59	0	40	0	0
Castor	10	0	0	7	0	0
Castor	20	1	0	0	0	0
Castor	25	1	0	0	0	0
Castor	30	1	0	0	0	0
Castor	5	29	0	45	0	0
Castoroides	0	35	0	0	0	0
Castromys	10	0	0	4	0	0
Castromys	5	0	0	13	0	0
Catagonus	0	0	1	0	0	0
Catagonus	5	16	0	0	0	0
Catonyx	0	0	7	0	0	0
Catopuma	0	0	0	3	0	0
Cavia	0	0	4	1	0	0
Caviodon	5	0	1	0	0	0
Cebupithecia	15	0	2	0	0	0
Cebus	0	1	4	0	0	0
Cedromus	25	1	0	0	0	0
Cedromus	30	2	0	0	0	0
Celadensia	5	0	0	3	0	0
Centetodon	25	11	0	0	0	0
Centetodon	30	9	0	0	0	0
Centralomys	5	0	0	3	0	0
Cephalogale	20	0	0	2	0	0
Cephalogale	25	0	0	2	0	0
Cephalomyopsis	20	0	1	0	0	0
Cephalophus	0	0	0	0	45	0
Cephalotropis	10	1	0	1	0	0
Ceratogaulus	10	23	0	0	0	0
Ceratogaulus	15	16	0	0	0	0
Ceratogaulus	20	1	0	0	0	0
Ceratomeryx	5	2	0	0	0	0
Ceratotherium	0	0	0	0	132	0
Ceratotherium	5	0	0	2	104	0
Cercartetus	0	0	0	0	0	83
Cercopithecoides	0	0	0	0	17	0
Cercopithecoides	5	0	0	0	8	0
Cercopithecus	0	0	0	0	2	0
Cerdocyon	0	1	3	0	0	0
Cerdocyon	5	7	0	0	0	0
Cernictis	5	2	0	0	0	0
Cervalces	0	9	0	17	0	0
Cervavitulus	10	0	0	2	0	0
Cervavitus	0	0	0	6	0	0
Cervavitus	10	0	0	16	0	0
Cervavitus	15	0	0	1	0	0
Cervavitus	5	0	0	31	0	0
Cervocerus	0	0	0	1	0	0
Cervocerus	10	0	0	2	0	0
Cervocerus	5	0	0	1	0	0
Cervulus	0	0	0	2	0	0
Cervus	0	28	0	239	1	0
Cervus	10	0	0	1	0	0
Cervus	5	0	0	43	0	0
Cetotherium	10	1	0	5	0	0
Cetotherium	15	2	0	1	0	0
Cetotherium	5	2	0	2	0	0
Chaenohyus	30	7	0	0	0	0
Chaeropus	0	0	0	0	0	6
Chaetodipus	0	22	0	0	0	0
Chaetophractus	0	0	13	0	0	0
Chaetophractus	5	0	1	0	0	0
Chainodus	15	0	0	9	0	0
Chainodus	20	0	0	25	0	0
Chalicomys	10	0	0	70	0	0
Chalicomys	15	0	0	25	0	0
Chalicomys	20	0	0	2	0	0
Chalicomys	5	0	0	3	0	0
Chalicotherium	10	0	0	24	1	0
Chalicotherium	15	0	0	4	0	0
Chalicotherium	5	0	0	3	1	0
Chamitataxus	10	1	0	0	0	0
Chamtwaria	20	0	0	0	1	0
Chardina	5	0	0	6	0	0
Chardinomys	5	0	0	36	0	0
Chasicobradys	10	0	1	0	0	0
Chasicotatus	10	0	2	0	0	0
Chasmaporthetes	0	12	0	11	7	0
Chasmaporthetes	10	0	0	1	0	0
Chasmaporthetes	5	15	0	17	2	0
Cheirogaleus	0	0	0	0	0	0
Chilgatherium	30	0	0	0	1	0
Chilotheridium	10	0	0	0	1	0
Chilotheridium	15	0	0	0	9	0
Chilotheridium	20	0	0	0	3	0
Chilotherium	0	0	0	4	0	0
Chilotherium	10	0	0	56	0	0
Chilotherium	5	0	0	36	0	0
Chimarrogale	5	0	0	1	0	0
Chionomys	0	0	0	13	0	0
Chiromyscus	0	0	0	1	0	0
Chironectes	0	0	1	0	0	0
Chiropodomys	0	0	0	4	0	0
Chlamyphractus	10	0	1	0	0	0
Chleuastochoerus	10	0	0	8	0	0
Chleuastochoerus	5	0	0	25	0	0
Chlorocebus	0	0	0	0	11	0
Chlorocebus	5	0	0	0	1	0
Chloromys	10	0	0	1	0	0
Chlorotalpa	0	0	0	0	2	0
Chlorotalpa	5	0	0	0	1	0
Chodsigoa	0	0	0	1	0	0
Choerolophodon	10	0	0	58	4	0
Choerolophodon	15	0	0	2	5	0
Choerolophodon	20	0	0	2	0	0
Choerolophodon	5	0	0	16	0	0
Choeropsis	0	0	0	0	1	0
Choloepus	0	1	3	0	0	0
Chorobates	10	0	2	0	0	0
Chorobates	5	0	1	0	0	0
Chororapithecus	10	0	0	0	1	0
Chrotopterus	0	0	2	0	0	0
Chrysochloris	0	0	0	0	2	0
Chrysocyon	0	2	2	0	0	0
Chrysocyon	5	3	0	0	0	0
Chrysospalax	0	0	0	0	1	0
Chrysospalax	5	0	0	0	1	0
Chukimys	5	0	1	0	0	0
Cincamyarion	25	0	0	1	0	0
Circamustela	10	0	0	1	0	0
Citellus	0	6	0	0	0	0
Citellus	5	4	0	0	0	0
Civettictis	0	0	0	0	2	0
Civettictis	5	0	0	0	1	0
Clapasorex	15	0	0	2	0	0
Clapasorex	20	0	0	5	0	0
Clapasorex	25	0	0	1	0	0
Clenia	20	0	1	0	0	0
Clethrionomys	0	37	0	44	0	0
Clethrionomys	5	0	0	2	0	0
Climacoceras	10	0	0	0	5	0
Climacoceras	15	0	0	0	14	0
Cochlops	15	0	3	0	0	0
Coelodonta	0	0	0	47	0	0
Coelodonta	5	0	0	3	0	0
Coelosoma	5	0	1	0	0	0
Coendou	0	0	4	0	0	0
Cokia	0	0	0	1	0	0
Cokia	5	0	0	6	0	0
Collimys	10	0	0	16	0	0
Colobus	0	0	0	0	1	0
Colobus	5	0	0	0	2	0
Colpodon	20	0	6	0	0	0
Comancheomys	10	1	0	0	0	0
Comancheomys	5	1	0	0	0	0
Comaphorus	10	0	1	0	0	0
Condylura	0	9	0	0	0	0
Condylura	5	0	0	6	0	0
Conepatus	0	10	6	0	0	0
Congruus	0	0	0	0	0	9
Conilurus	0	0	0	0	0	25
Connochaetes	0	0	0	0	128	0
Connochaetes	15	0	0	0	2	0
Connochaetes	20	0	0	0	1	0
Connochaetes	5	0	0	0	14	0
Conohyus	0	0	0	1	0	0
Conohyus	10	0	0	22	2	0
Conohyus	15	0	0	37	0	0
Conohyus	5	0	0	1	7	0
Cookeroo	15	0	0	0	0	1
Copemys	10	92	0	0	0	0
Copemys	15	218	0	0	0	0
Copemys	20	1	0	0	0	0
Copemys	5	9	0	0	0	0
Cordimus	0	0	0	0	0	0
Cordylodon	20	0	0	2	0	0
Cormocyon	20	8	0	0	0	0
Cormocyon	25	12	0	0	0	0
Cormocyon	30	18	0	0	0	0
Cormohipparion	0	1	0	0	0	0
Cormohipparion	10	145	0	12	2	0
Cormohipparion	15	60	0	0	0	0
Cormohipparion	20	2	0	0	0	0
Cormohipparion	5	61	0	2	0	0
Cosomys	0	2	0	0	0	0
Cosomys	5	12	0	0	0	0
Cosoryx	10	102	0	0	0	0
Cosoryx	15	59	0	0	0	0
Cramauchenia	20	0	1	0	0	0
Cranioceras	10	70	0	0	0	0
Cranioceras	15	34	0	0	0	0
Cranioceras	20	1	0	0	0	0
Cranioceras	5	2	0	0	0	0
Cranithlastus	5	0	1	0	0	0
Crassidia	20	0	0	2	0	0
Craterogale	20	3	0	0	0	0
Cratogeomys	0	12	0	0	0	0
Cratogeomys	5	4	0	0	0	0
Cremnomys	0	0	0	1	0	0
Cremnomys	5	0	0	1	0	0
Cremohipparion	10	0	0	65	0	0
Cremohipparion	5	0	0	56	1	0
Cricetinus	0	0	0	7	0	0
Cricetinus	5	0	0	7	0	0
Cricetodon	10	0	0	26	1	0
Cricetodon	15	0	0	127	0	0
Cricetodon	20	0	0	10	0	0
Cricetulodon	10	0	0	45	0	0
Cricetulodon	15	0	0	1	0	0
Cricetulodon	5	0	0	2	0	0
Cricetulus	0	0	0	29	0	0
Cricetulus	5	0	0	8	0	0
Cricetus	0	0	0	87	0	0
Cricetus	10	0	0	1	0	0
Cricetus	5	0	0	13	0	0
Criotherium	10	0	0	4	0	0
Criotherium	5	0	0	5	0	0
Crocidosorex	20	0	0	6	0	0
Crocidura	0	0	0	24	6	0
Crocidura	5	0	0	2	4	0
Crocuta	0	0	0	85	72	0
Crocuta	10	0	0	1	0	0
Crocuta	5	0	0	1	12	0
Croizetoceros	0	0	0	26	0	0
Croizetoceros	5	0	0	29	0	0
Cromeromys	0	0	0	2	0	0
Cromeromys	5	0	0	3	0	0
Crossarchus	0	0	0	0	1	0
Crucimys	25	3	0	0	0	0
Crucimys	30	4	0	0	0	0
Crusafontina	10	3	0	62	0	0
Crusafontina	15	1	0	0	0	0
Cryptomys	0	0	0	0	16	0
Cryptomys	5	0	0	0	5	0
Cryptoprocta	0	0	0	0	0	0
Cryptopterus	0	1	0	0	0	0
Cryptopterus	5	1	0	0	0	0
Cryptotis	0	31	0	0	0	0
Cryptotis	5	16	0	0	0	0
Csakvaromys	10	0	0	1	0	0
Csakvarotherium	10	0	0	1	0	0
Ctenomys	0	0	8	0	0	0
Cubacyon	0	0	0	0	0	0
Cubanycteris	0	0	0	0	0	0
Cuniculus	0	1	6	0	0	0
Cuon	0	1	0	34	0	0
Cupidinimus	0	1	0	0	0	0
Cupidinimus	10	45	0	0	0	0
Cupidinimus	15	196	0	0	0	0
Cupidinimus	20	10	0	0	0	0
Cupidinimus	5	5	0	0	0	0
Cuvieronius	0	28	2	0	0	0
Cuvieronius	5	2	1	0	0	0
Cuyamacamelus	15	3	0	0	0	0
Cuyamalagus	15	3	0	0	0	0
Cuyamalagus	20	17	0	0	0	0
Cynarctoides	15	58	0	0	0	0
Cynarctoides	20	98	0	0	0	0
Cynarctoides	25	12	0	0	0	0
Cynarctoides	30	36	0	0	0	0
Cynarctus	10	35	0	0	0	0
Cynarctus	15	50	0	0	0	0
Cynarctus	20	1	0	0	0	0
Cynelos	15	49	0	5	6	0
Cynelos	20	1	0	50	11	0
Cynelos	25	0	0	1	0	0
Cynictis	0	0	0	0	21	0
Cynictis	5	0	0	0	1	0
Cynocephalus	0	0	0	1	0	0
Cynodesmus	25	1	0	0	0	0
Cynodesmus	30	11	0	0	0	0
Cynomyoides	10	3	0	0	0	0
Cynomys	0	62	0	0	0	0
Cynomys	5	3	0	0	0	0
Cynopterus	0	0	0	0	0	0
Cynorca	15	19	0	0	0	0
Cynorca	20	8	3	0	0	0
Cynorca	25	6	0	0	0	0
Cynotherium	0	0	0	1	0	0
Cyonasua	10	0	1	0	0	0
Cyonasua	5	0	2	0	0	0
Cyrnaonyx	0	0	0	1	0	0
Cyrnaonyx	5	0	0	1	0	0
Cyrnolutra	0	0	0	0	0	0
Cyrtodelphis	10	0	0	1	0	0
Dactylopsila	0	0	0	0	0	16
Daeodon	15	1	0	0	0	0
Daeodon	20	17	0	0	0	0
Daeodon	25	3	0	0	0	0
Daeodon	30	3	0	0	0	0
Dakkamyoides	15	0	0	6	0	0
Dakkamyoides	20	0	0	1	0	0
Dakkamys	10	0	0	1	1	0
Dakkamys	15	0	0	1	2	0
Dalpiazina	20	0	0	2	0	0
Dama	0	0	0	73	0	0
Dama	5	0	0	2	0	0
Damalacra	5	0	0	0	5	0
Damalavus	10	0	0	0	1	0
Damalborea	5	0	0	0	2	0
Damaliscus	0	0	0	0	57	0
Damaliscus	5	0	0	0	2	0
Damalops	0	0	0	1	0	0
Damalops	5	0	0	1	3	0
Daphoenodon	15	8	0	0	0	0
Daphoenodon	20	31	0	0	0	0
Daphoenodon	25	18	0	0	0	0
Daphoenus	20	2	0	0	0	0
Daphoenus	25	2	0	0	0	0
Daphoenus	30	5	0	0	0	0
Darcius	0	0	0	0	0	2
Darcius	5	0	0	0	0	3
Darocasorex	10	0	0	1	0	0
Dasycercus	0	0	0	0	0	10
Dasymys	0	0	0	0	1	0
Dasymys	5	0	0	0	1	0
Dasyprocta	0	1	3	0	0	0
Dasypus	0	68	12	0	0	0
Dasypus	5	10	1	0	0	0
Dasyurus	0	0	0	0	0	197
Dasyurus	5	0	0	0	0	3
Daubentonia	0	0	0	0	0	0
Debruijnia	20	0	0	1	0	0
Debruijnimys	5	0	0	4	0	0
Decennatherium	10	0	0	8	0	0
Deinogalerix	5	0	0	5	0	0
Deinotherium	0	0	0	5	49	0
Deinotherium	10	0	0	123	10	0
Deinotherium	15	0	0	17	28	0
Deinotherium	20	0	0	2	16	0
Deinotherium	25	0	0	0	1	0
Deinotherium	5	0	0	26	81	0
Deinsdorfia	0	0	0	4	0	0
Deinsdorfia	10	0	0	1	0	0
Deinsdorfia	5	0	0	28	0	0
Delahomeryx	20	1	0	0	0	0
Delahomeryx	25	4	0	0	0	0
Delotrochanter	20	2	0	0	0	0
Delotrochanter	25	3	0	0	0	0
Delphinodon	15	3	0	2	0	0
Delphinodon	20	2	0	0	0	0
Democricetodon	10	0	0	200	0	0
Democricetodon	15	0	0	462	0	0
Democricetodon	20	0	0	65	0	0
Dendrohyrax	0	0	0	0	1	0
Dendrohyrax	5	0	0	0	3	0
Dendrolagus	0	0	0	0	0	29
Dendromus	0	0	0	0	4	0
Dendromus	10	0	0	1	4	0
Dendromus	5	0	0	1	2	0
Dendropithecus	15	0	0	0	9	0
Dendropithecus	20	0	0	0	11	0
Deperetia	5	0	0	1	0	0
Deperetomys	10	0	0	10	0	0
Deperetomys	20	0	0	1	0	0
Desmagale	5	0	0	1	0	0
Desmana	0	0	0	45	0	0
Desmana	5	0	0	50	0	0
Desmanella	10	0	0	56	0	0
Desmanella	15	0	0	9	0	0
Desmanella	20	0	0	14	0	0
Desmanella	5	0	0	28	0	0
Desmanodon	10	0	0	8	0	0
Desmanodon	15	0	0	28	0	0
Desmanodon	20	0	0	33	0	0
Desmanodon	25	0	0	1	0	0
Desmathyus	10	1	0	0	0	0
Desmathyus	15	2	0	0	0	0
Desmathyus	20	4	0	0	0	0
Desmathyus	25	1	0	0	0	0
Desmatippus	10	1	0	0	0	0
Desmatippus	15	52	0	0	0	0
Desmatippus	20	21	0	0	0	0
Desmatippus	25	4	0	0	0	0
Desmatochoerus	20	5	0	0	0	0
Desmatochoerus	25	13	0	0	0	0
Desmatochoerus	30	14	0	0	0	0
Desmatolagus	10	1	0	4	0	0
Desmatolagus	15	7	0	4	0	0
Desmatolagus	20	3	0	0	0	0
Desmatolagus	25	0	0	1	0	0
Desmocyon	15	3	0	0	0	0
Desmocyon	20	101	0	0	0	0
Desmocyon	25	11	0	0	0	0
Desmocyon	30	1	0	0	0	0
Desmodillus	0	0	0	0	2	0
Desmodillus	5	0	0	0	1	0
Desmodus	0	13	5	0	0	0
Desmodus	5	1	0	0	0	0
Desmostylus	10	3	0	0	0	0
Desmostylus	15	33	0	10	0	0
Desmostylus	20	4	0	1	0	0
Diabolocornis	15	2	0	0	0	0
Diaceratherium	15	0	0	3	0	0
Diaceratherium	20	0	0	32	0	0
Diaceratherium	25	0	0	1	0	0
Diadiaphorus	10	0	1	0	0	0
Diadiaphorus	15	0	3	0	0	0
Diamantofelis	15	0	0	0	1	0
Diamantohyus	15	0	0	0	1	0
Diamantohyus	20	0	0	0	3	0
Diamantomys	15	0	0	0	11	0
Diamantomys	20	0	0	0	18	0
Diatomys	10	0	0	1	0	0
Diatomys	15	0	0	5	0	0
Diatomys	20	0	0	2	0	0
Dibelodon	0	0	1	0	0	0
Dibelodon	5	3	0	0	0	0
Dibolia	5	0	0	3	0	0
Dicardia	15	0	1	0	0	0
Diceratherium	15	1	0	0	0	0
Diceratherium	20	45	0	0	0	0
Diceratherium	25	36	0	0	0	0
Diceratherium	30	50	0	0	0	0
Dicerorhinus	0	0	0	11	0	0
Dicerorhinus	10	0	0	7	2	0
Dicerorhinus	15	0	0	10	9	0
Dicerorhinus	20	0	0	4	10	0
Dicerorhinus	5	0	0	0	1	0
Diceros	0	0	0	0	69	0
Diceros	10	0	0	3	0	0
Diceros	15	0	0	0	1	0
Diceros	5	0	0	0	56	0
Dicolpomys	0	0	1	0	0	0
Dicoryphochoerus	5	0	0	2	0	0
Dicotyles	0	0	1	0	0	0
Dicrocerus	10	0	0	13	0	0
Dicrocerus	15	0	0	51	0	0
Dicrocerus	20	0	0	2	0	0
Dicrostonyx	0	5	0	11	0	0
Didelphis	0	33	4	0	0	0
Didelphis	10	0	1	0	0	0
Didymoconus	15	0	0	1	0	0
Didymoconus	25	0	0	2	0	0
Dihoplus	0	0	0	14	0	0
Dihoplus	10	0	0	58	0	0
Dihoplus	5	0	0	42	0	0
Dikkomys	15	1	0	0	0	0
Dikkomys	20	19	0	0	0	0
Dikkomys	25	3	0	0	0	0
Dilatomys	5	0	0	1	0	0
Dilobodon	10	0	1	0	0	0
Dimylechinus	20	0	0	2	0	0
Dimylechinus	25	0	0	2	0	0
Dimyloides	20	0	0	3	0	0
Dimyloides	25	0	0	1	0	0
Dimylus	20	0	0	11	0	0
Dimylus	25	0	0	1	0	0
Dinaelurus	30	2	0	0	0	0
Dinaromys	0	0	0	3	0	0
Dinictis	30	2	0	0	0	0
Dinocrocuta	10	0	0	29	1	0
Dinocrocuta	5	0	0	1	1	0
Dinocyon	10	0	0	4	0	0
Dinocyon	15	0	0	1	0	0
Dinofelis	0	3	0	1	16	0
Dinofelis	5	2	0	2	9	0
Dinogale	15	3	0	0	0	0
Dinohippus	0	1	0	0	0	0
Dinohippus	10	54	0	0	0	0
Dinohippus	15	1	0	0	0	0
Dinohippus	5	139	0	0	0	0
Dinohyus	20	4	0	0	0	0
Dinosorex	10	0	0	57	0	0
Dinosorex	15	0	0	54	0	0
Dinosorex	20	0	0	5	0	0
Dinosorex	5	0	0	0	1	0
Dinotoxodon	10	0	1	0	0	0
Dionysopithecus	15	0	0	1	0	0
Dionysopithecus	20	0	0	1	0	0
Diplolophus	20	1	0	0	0	0
Diplomesodon	0	0	0	0	1	0
Dipodomys	0	42	0	0	0	0
Dipodomys	5	24	0	0	0	0
Dipoides	0	3	0	0	0	0
Dipoides	10	15	0	13	0	0
Dipoides	15	3	0	0	0	0
Dipoides	5	54	0	37	0	0
Diprionomys	10	12	0	0	0	0
Diprionomys	15	3	0	0	0	0
Diprionomys	5	6	0	0	0	0
Diprotodon	0	0	0	0	0	43
Dipus	5	0	0	10	0	0
Dissopsalis	15	0	0	0	1	0
Dissopsalis	5	0	0	1	0	0
Distoechurus	0	0	0	0	0	4
Distylomys	10	0	0	1	0	0
Distylomys	15	0	0	2	0	0
Distylomys	20	0	0	1	0	0
Djilgaringa	15	0	0	0	0	2
Djourabus	5	0	0	0	1	0
Dmanisibos	0	0	0	1	0	0
Dmanisibos	5	0	0	1	0	0
Dobsonia	0	0	0	0	0	20
Doellotatus	10	0	2	0	0	0
Doellotatus	5	0	10	0	0	0
Dolicavia	5	0	1	0	0	0
Dolichocebus	20	0	1	0	0	0
Dolichopithecus	5	0	0	14	0	0
Dolichotis	0	0	3	0	0	0
Dolinasorex	0	0	0	3	0	0
Dolomys	0	0	0	4	0	0
Dolomys	5	0	0	12	0	0
Domnina	25	4	0	0	0	0
Domnina	30	10	0	0	0	0
Domninoides	10	22	0	1	0	0
Domninoides	15	43	0	0	0	0
Domninoides	5	1	0	0	0	0
Dorcabune	0	0	0	1	0	0
Dorcabune	10	0	0	1	0	0
Dorcabune	15	0	0	5	0	0
Dorcabune	5	0	0	1	0	0
Dorcadoryx	10	0	0	5	0	0
Dorcadoryx	5	0	0	10	0	0
Dorcatherium	10	0	0	42	9	0
Dorcatherium	15	0	0	149	83	0
Dorcatherium	20	0	0	16	66	0
Dorcatherium	5	0	0	7	0	0
Dorcopsis	0	0	0	0	0	13
Dorcopsulus	0	0	0	0	0	15
Douglassciurus	30	1	0	0	0	0
Downsimus	25	5	0	0	0	0
Downsimus	30	11	0	0	0	0
Dremomys	5	0	0	1	0	0
Dremotherium	10	0	0	1	0	0
Dremotherium	20	0	0	9	0	0
Dremotherium	25	0	0	3	0	0
Drepanomeryx	15	9	0	0	0	0
Drepanomeryx	20	2	0	0	0	0
Drepanosorex	0	0	0	2	0	0
Drepanosorex	5	0	0	1	0	0
Dromomeryx	10	1	0	0	0	0
Dromomeryx	15	96	0	0	0	0
Dromomeryx	20	2	0	0	0	0
Dryomimus	0	0	0	1	0	0
Dryomimus	5	0	0	15	0	0
Dryomys	0	0	0	6	0	0
Dryomys	5	0	0	3	0	0
Dryopithecus	10	0	0	19	0	0
Dryopithecus	15	0	0	0	1	0
Drytomomys	15	0	4	0	0	0
Dubiotherium	15	0	0	1	0	0
Duboisia	0	0	0	5	0	0
Dushimys	0	0	0	0	0	0
Dusicyon	0	0	9	0	0	0
Dyseohyus	15	12	0	0	0	0
Dystychoceras	10	0	0	1	0	0
Dystychoceras	5	0	0	3	0	0
Dytikodorcas	5	0	0	1	1	0
Echinops	0	0	0	0	0	0
Echymipera	0	0	0	0	0	20
Ectopocynus	15	2	0	0	0	0
Ectopocynus	20	6	0	0	0	0
Ectopocynus	30	4	0	0	0	0
Edaphocyon	15	4	0	0	0	0
Edaphocyon	20	4	0	0	0	0
Eidolon	0	0	0	0	0	0
Eira	0	1	5	0	0	0
Eirictis	0	0	0	1	0	0
Eirictis	5	0	0	1	0	0
Ekgmowechashala	25	4	0	0	0	0
Ekgmowechashala	30	14	0	0	0	0
Ekorus	5	0	0	0	1	0
Elaphodus	0	0	0	3	0	0
Elaphurus	0	0	0	3	0	0
Elaphurus	5	0	0	1	0	0
Elasmotherium	0	0	0	4	0	0
Elephantulus	0	0	0	0	6	0
Elephantulus	5	0	0	0	2	0
Elephas	0	0	0	87	53	0
Elephas	5	0	0	7	51	0
Eleutherocercus	10	0	1	0	0	0
Eligmodontia	0	0	2	0	0	0
Eliomys	0	0	0	52	1	0
Eliomys	10	0	0	28	0	0
Eliomys	15	0	0	3	0	0
Eliomys	5	0	0	102	0	0
Eliurus	0	0	0	0	0	0
Ellobius	0	0	0	17	2	0
Ellobius	5	0	0	3	0	0
Elmerimys	15	0	0	0	4	0
Elmerimys	20	0	0	0	2	0
Elomeryx	15	0	0	2	0	0
Elomeryx	20	0	0	3	0	0
Elomeryx	25	0	0	1	0	0
Elomeryx	30	7	0	0	0	0
Emballonura	0	0	0	0	0	0
Enaliarctos	20	1	0	0	0	0
Encinepeltus	15	0	1	0	0	0
Enginia	15	0	0	2	0	0
Enginia	20	0	0	6	0	0
Enhydra	0	10	0	3	0	0
Enhydrictis	0	0	0	6	0	0
Enhydrictis	5	0	0	6	0	0
Enhydriodon	0	0	0	1	0	0
Enhydriodon	10	0	0	3	0	0
Enhydriodon	5	0	0	5	9	0
Enhydritherium	10	1	0	0	0	0
Enhydritherium	15	1	0	0	0	0
Enhydritherium	5	5	0	0	0	0
Enhydrocyon	20	7	0	0	0	0
Enhydrocyon	25	24	0	0	0	0
Enhydrocyon	30	18	0	0	0	0
Entoptychus	15	1	0	0	0	0
Entoptychus	20	15	0	0	0	0
Entoptychus	25	63	0	0	0	0
Entoptychus	30	14	0	0	0	0
Eocardia	15	0	1	0	0	0
Eocoileus	5	32	0	0	0	0
Eodipodomys	10	1	0	0	0	0
Eodolichotis	10	0	1	0	0	0
Eodolichotis	15	0	3	0	0	0
Eolagurus	0	0	0	31	0	0
Eomegatherium	10	0	1	0	0	0
Eomellivora	10	1	0	16	0	0
Eomellivora	15	1	0	0	1	0
Eomellivora	5	2	0	4	0	0
Eomicrobiotherium	20	0	2	0	0	0
Eomuscardinus	10	0	0	10	0	0
Eomuscardinus	15	0	0	21	0	0
Eomyodon	25	0	0	6	0	0
Eomyops	10	0	0	53	0	0
Eomyops	15	0	0	14	0	0
Eomyops	5	0	0	8	0	0
Eomys	25	0	0	9	0	0
Eonycteris	0	0	0	0	0	0
Eoplatanista	20	0	0	5	0	0
Eosclerocalyptus	5	0	2	0	0	0
Eosteiromys	20	0	4	0	0	0
Eostyloceros	0	0	0	2	0	0
Eostyloceros	10	0	0	1	0	0
Eostyloceros	5	0	0	8	0	0
Eosyncerus	5	0	0	1	0	0
Eotapirus	20	0	0	2	0	0
Eotapirus	25	0	0	2	0	0
Eotaria	15	1	0	0	0	0
Eothenomys	0	0	0	16	0	0
Eotragus	10	0	0	6	0	0
Eotragus	15	0	0	35	0	0
Eotragus	20	0	0	8	0	0
Eotypotherium	15	0	1	0	0	0
Eoviscaccia	20	0	2	0	0	0
Eozapus	10	0	0	23	0	0
Eozapus	5	0	0	11	0	0
Eozygodon	15	0	0	0	4	0
Eozygodon	20	0	0	0	1	0
Eozygodon	25	0	0	0	1	0
Epicyon	10	251	0	0	0	0
Epicyon	15	32	0	0	0	0
Epicyon	5	39	0	0	0	0
Epieurycerus	0	0	1	0	0	0
Epigaulus	10	2	0	0	0	0
Epigaulus	5	7	0	0	0	0
Epileptobos	0	0	0	1	0	0
Epimeriones	10	0	0	7	0	0
Epimeriones	5	0	0	2	0	0
Epiphiomys	15	0	0	0	2	0
Epiphiomys	20	0	0	0	3	0
Episoriculus	0	0	0	6	1	0
Episoriculus	5	0	0	23	0	0
Epiycon	10	5	0	0	0	0
Eporeodon	20	5	0	0	0	0
Eporeodon	25	20	0	0	0	0
Eporeodon	30	61	0	0	0	0
Eptesicus	0	32	2	2	4	0
Eptesicus	10	0	0	11	0	0
Eptesicus	15	0	0	9	0	0
Eptesicus	20	0	0	4	0	0
Eptesicus	5	5	0	3	1	0
Equatorius	15	0	0	0	2	0
Equus	0	311	35	273	234	0
Equus	5	148	1	37	14	0
Eremotherium	0	27	28	0	0	0
Eremotherium	5	4	0	0	0	0
Erethizon	0	52	0	0	0	0
Erethizon	5	11	0	0	0	0
Erinaceus	0	0	0	12	0	0
Erinaceus	10	0	0	1	0	0
Erinaceus	5	0	0	5	0	0
Erokomellivora	5	0	0	0	1	0
Erythrozootes	20	0	0	0	5	0
Estramomys	0	0	0	1	0	0
Estramomys	5	0	0	4	0	0
Etruria	10	0	0	1	0	0
Etruria	5	0	0	0	0	0
Eubelodon	10	12	0	0	0	0
Eubelodon	15	4	0	0	0	0
Euboictis	20	0	0	0	0	0
Eucastor	10	21	0	2	0	0
Eucastor	15	55	0	0	0	0
Eucastor	20	1	0	0	0	0
Eucastor	5	3	0	0	0	0
Euceratherium	0	15	0	0	0	0
Eucetotherium	10	0	0	1	0	0
Eucladoceros	0	0	0	31	0	0
Eucladoceros	5	0	0	14	0	0
Eucricetodon	10	0	0	1	0	0
Eucricetodon	15	0	0	1	0	0
Eucricetodon	20	0	0	76	0	0
Eucricetodon	25	0	0	28	0	0
Eucyon	0	1	0	3	0	0
Eucyon	10	12	0	2	0	0
Eucyon	15	1	0	0	0	0
Eucyon	5	64	0	27	4	0
Euhapsis	20	12	0	0	0	0
Euhapsis	25	3	0	0	0	0
Eulemur	0	0	0	0	0	0
Eumaiochoerus	5	0	0	0	0	0
Eumops	0	3	3	0	0	0
Eumops	5	2	0	0	0	0
Eumyarion	10	0	0	71	0	0
Eumyarion	15	0	0	167	0	0
Eumyarion	20	0	0	24	0	0
Eumyarion	5	0	0	1	0	0
Eumys	30	5	0	0	0	0
Eumysops	5	0	7	0	0	0
Euoplocyon	15	14	0	0	0	0
Euoplocyon	20	2	0	0	0	0
Euowenia	5	0	0	0	0	4
Euphractus	0	0	6	0	0	0
Euphractus	15	0	5	0	0	0
Euplocyon	15	4	0	0	0	0
Euplocyon	20	1	0	0	0	0
Euprox	10	0	0	56	0	0
Euprox	15	0	0	15	0	0
Euprox	5	0	0	1	0	0
Eurhinodelphis	10	0	0	3	0	0
Eurhinodelphis	15	3	0	10	0	0
Eurolagus	10	0	0	26	0	0
Eurolagus	15	0	0	3	0	0
Eurolagus	20	0	0	2	0	0
Euroxenomys	10	0	0	21	0	0
Euroxenomys	15	10	0	9	0	0
Euroxenomys	20	10	0	0	0	0
Euryceros	5	0	0	1	0	0
Eurygnathohippus	0	0	0	0	70	0
Eurygnathohippus	10	0	0	0	1	0
Eurygnathohippus	5	0	0	0	101	0
Euryotomys	0	0	0	0	1	0
Euryotomys	5	0	0	0	1	0
Eusmilus	30	9	0	0	0	0
